Minutes
1	4	8	0 0 0 	4
2	3	32	0 0 0 	4
3 	1	8	0 0 0 	3
4	1	8	0 0 0		4
5	7	24	0 0 0 	4
6	1	32	0 0 0		2	
7	1	8	0 0 0		4
8	2	16	0 0 0		4
9	1	40	0 0 0		4
10	2	16	0 0 0		3
11	1	16	0 0 0		4
12	2	32	0 0 0		4
13	1	8	0 0 0		4
14	2	24	0 0 0 	4
15	1	16	0 0 0 	4
16	1	8	0 0 0 	4
17	1	24	0 0 0		4
18	1	16	0 0 0 	4
19	1	16	0 0 0 	4
20	1	16	0 0 0 	4
21	1	24	0 0 0 	4
22	1	24	0 0 0 	4
23	1	24	0 0 0 	4
24	1	8	0 0 0 	4
25	1	80	0 0 0		4
26	1	112	0 0 0 	4
27	1	72	0 0 0 	4
